Caso;Ocorrência;Atividade;Customer ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
324;11/02/2018 23:42:49;Payment customer;200;49;11;Salami;Medium;4;Delivery Guy 2;Saturday;18;TownExpress Inc. ;Munich District One;Student
325;29/05/2018 06:32:30;Start preparing pizza;81;29;7;Calzone;Small;5;Ingredients;Sunday;16;TownExpress Inc. ;Munich District One;Teenager
325;29/05/2018 06:32:30;Order at the counter (shop);81;29;7;Calzone;Small;5;Ingredients;Sunday;16;TownExpress Inc. ;Munich District One;Teenager
325;29/05/2018 06:36:30;Payment customer;81;29;7;Calzone;Small;5;Ingredients;Sunday;16;TownExpress Inc. ;Munich District One;Teenager
325;29/05/2018 06:36:30;Baking pizza ready;81;29;7;Calzone;Small;5;Ingredients;Sunday;16;TownExpress Inc. ;Munich District One;Teenager
325;29/05/2018 06:36:30;Start baking pizza;81;29;7;Calzone;Small;5;Ingredients;Sunday;16;TownExpress Inc. ;Munich District One;Teenager
326;25/04/2018 11:02:19;Order by phone;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:03:19;Start preparing pizza;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:10:19;Start baking pizza;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:22:19;Baking pizza ready;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:22:19;Start preparing pizza;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:24:19;Start baking pizza;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:25:19;Baking pizza ready;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:25:19;Departure pizza;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:25:19;Plan route;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:30:19;Pizza arrives at customer;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
326;25/04/2018 11:50:19;Payment customer;183;36;7;Salami;Medium;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Two;Teenager
327;06/06/2018 10:42:28;Order by phone;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
327;06/06/2018 10:43:28;Start preparing pizza;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
327;06/06/2018 10:44:28;Start baking pizza;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
327;06/06/2018 10:45:28;Baking pizza ready;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
327;06/06/2018 10:45:28;Plan route;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
327;06/06/2018 10:48:28;Departure pizza;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
327;06/06/2018 10:57:28;Pizza arrives at customer;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
327;06/06/2018 11:27:28;Payment customer;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
328;10/03/2018 04:49:15;Order by phone;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 04:50:15;Start preparing pizza;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 04:59:15;Call Customer;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 05:02:15;Start preparing pizza;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 05:02:15;Start baking pizza;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 05:09:15;Baking pizza ready;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 05:14:15;Plan route;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 05:15:15;Departure pizza;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 05:18:15;Pizza arrives at customer;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
328;10/03/2018 05:48:15;Payment customer;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
329;09/02/2018 00:08:26;Order at the counter (shop);182;36;7;Calzone;Small;4;Chef 1;Wednesday;13;Deliver Now Holding;Munich District Two;Student
329;09/02/2018 00:10:26;Start preparing pizza;182;36;7;Calzone;Small;4;Chef 1;Wednesday;13;Deliver Now Holding;Munich District Two;Student
329;09/02/2018 00:14:26;Start baking pizza;182;36;7;Calzone;Small;4;Chef 1;Wednesday;13;Deliver Now Holding;Munich District Two;Student
329;09/02/2018 00:14:26;Baking pizza ready;182;36;7;Calzone;Small;4;Chef 1;Wednesday;13;Deliver Now Holding;Munich District Two;Student
329;09/02/2018 00:15:26;Payment customer;182;36;7;Calzone;Small;4;Chef 1;Wednesday;13;Deliver Now Holding;Munich District Two;Student
330;04/04/2018 06:55:38;Order at the counter (shop);116;50;9;Veggie;Medium;3;Chef 2;Sunday;12;Feedera SE;Munich District One;Student
330;04/04/2018 06:57:38;Start preparing pizza;116;50;9;Veggie;Medium;3;Chef 2;Sunday;12;Feedera SE;Munich District One;Student
330;04/04/2018 07:03:38;Start baking pizza;116;50;9;Veggie;Medium;3;Chef 2;Sunday;12;Feedera SE;Munich District One;Student
330;04/04/2018 07:07:38;Baking pizza ready;116;50;9;Veggie;Medium;3;Chef 2;Sunday;12;Feedera SE;Munich District One;Student
330;04/04/2018 07:07:38;Payment customer;116;50;9;Veggie;Medium;3;Chef 2;Sunday;12;Feedera SE;Munich District One;Student
332;03/03/2018 14:15:25;Order by phone;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:18:25;Start baking pizza;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:18:25;Start preparing pizza;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:18:25;Baking pizza ready;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:26:25;Start preparing pizza;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:31:25;Start baking pizza;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:37:25;Baking pizza ready;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:42:25;Departure pizza;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:42:25;Plan route;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 14:46:25;Pizza arrives at customer;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
332;03/03/2018 15:18:25;Payment customer;80;5;8;Magherita;Small;2;Distribution channel fees;Thursday;11;Deliver Now Holding;Munich District One;Student
333;07/02/2018 14:03:51;Order by phone;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:04:51;Start preparing pizza;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:10:51;Call Customer;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:17:51;Start baking pizza;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:17:51;Start preparing pizza;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:29:51;Baking pizza ready;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:30:51;Plan route;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:35:51;Departure pizza;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:39:51;Pizza arrives at customer;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
333;07/02/2018 14:42:51;Payment customer;290;6;7;Calzone;Large;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
334;10/02/2018 11:15:48;Order by phone;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:17:48;Start preparing pizza;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:23:48;Call Customer;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:29:48;Start preparing pizza;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:36:48;Start baking pizza;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:47:48;Plan route;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:47:48;Baking pizza ready;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:49:48;Departure pizza;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 11:56:48;Pizza arrives at customer;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
334;10/02/2018 12:31:48;Payment customer;232;6;56;Salami;Large;2;Waiter;Friday;18;Deliver Now Holding;Munich District One;Adult
335;04/06/2018 08:34:54;Start order website;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 08:41:54;Approve order website;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 08:41:54;Receive order website;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 08:50:54;Call Customer;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 08:54:54;Start preparing pizza;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 08:57:54;Start baking pizza;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 09:07:54;Baking pizza ready;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 09:09:54;Departure pizza;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 09:09:54;Plan route;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 09:14:54;Pizza arrives at customer;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
335;04/06/2018 09:48:54;Payment customer;80;4;50;Salami;Small;3;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District One;Student
336;31/03/2018 10:04:12;Start order website;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:07:12;Approve order website;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:08:12;Receive order website;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:15:12;Payment via credit card;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:15:12;Start preparing pizza;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:20:12;Start baking pizza;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:24:12;Baking pizza ready;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:26:12;Plan route;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:27:12;Departure pizza;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:36:12;Pizza arrives at customer;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
336;31/03/2018 10:44:12;Pizza received;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
337;22/04/2018 07:17:46;Order by phone;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:19:46;Call Customer;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:19:46;Start preparing pizza;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:21:46;Start preparing pizza;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:27:46;Start baking pizza;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:32:46;Baking pizza ready;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:36:46;Plan route;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:39:46;Departure pizza;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 07:45:46;Pizza arrives at customer;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
337;22/04/2018 08:24:46;Payment customer;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
338;14/05/2018 04:20:43;Start order website;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:25:43;Approve order website;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:26:43;Receive order website;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:31:43;Start preparing pizza;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:32:43;Start baking pizza;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:42:43;Start preparing pizza;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:43:43;Start baking pizza;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:56:43;Baking pizza ready;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 04:58:43;Plan route;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 05:03:43;Departure pizza;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 05:03:43;Pizza arrives at customer;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
338;14/05/2018 05:09:43;Payment customer;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
339;24/04/2018 18:29:55;Order by phone;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 18:32:55;Start preparing pizza;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 18:36:55;Start baking pizza;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 18:49:55;Baking pizza ready;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 18:57:55;Start preparing pizza;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 18:58:55;Start baking pizza;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 19:01:55;Baking pizza ready;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 19:08:55;Plan route;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 19:11:55;Departure pizza;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 19:17:55;Pizza arrives at customer;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
339;24/04/2018 19:31:55;Payment customer;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
340;14/06/2018 19:17:02;Order by phone;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
340;14/06/2018 19:19:02;Start preparing pizza;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
340;14/06/2018 19:23:02;Start baking pizza;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
340;14/06/2018 19:27:02;Baking pizza ready;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
340;14/06/2018 19:29:02;Departure pizza;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
340;14/06/2018 19:29:02;Plan route;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
340;14/06/2018 19:29:02;Pizza arrives at customer;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
340;14/06/2018 19:30:02;Payment customer;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
341;17/02/2018 12:35:38;Order at the counter (shop);206;21;7;Calzone;Medium;5;Ingredients;Friday;21;BestOrder Inc.;Munich District Three;Student
341;17/02/2018 12:35:38;Start preparing pizza;206;21;7;Calzone;Medium;5;Ingredients;Friday;21;BestOrder Inc.;Munich District Three;Student
341;17/02/2018 12:42:38;Start baking pizza;206;21;7;Calzone;Medium;5;Ingredients;Friday;21;BestOrder Inc.;Munich District Three;Student
341;17/02/2018 12:51:38;Baking pizza ready;206;21;7;Calzone;Medium;5;Ingredients;Friday;21;BestOrder Inc.;Munich District Three;Student
341;17/02/2018 12:51:38;Payment customer;206;21;7;Calzone;Medium;5;Ingredients;Friday;21;BestOrder Inc.;Munich District Three;Student
342;19/05/2018 04:19:26;Start order website;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:31:26;Approve order website;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:32:26;Payment via credit card;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:32:26;Receive order website;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:37:26;Start preparing pizza;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:43:26;Start baking pizza;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:52:26;Baking pizza ready;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:52:26;Plan route;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 04:54:26;Departure pizza;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 05:00:26;Pizza arrives at customer;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
342;19/05/2018 05:10:26;Pizza received;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
343;20/01/2018 11:42:52;Start order website;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 11:46:52;Approve order website;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 11:47:52;Receive order website;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 11:48:52;Payment via credit card;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 12:02:52;Start preparing pizza;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 12:07:52;Start baking pizza;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 12:18:52;Baking pizza ready;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 12:19:52;Plan route;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 12:20:52;Departure pizza;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 12:25:52;Pizza arrives at customer;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
343;20/01/2018 12:40:52;Pizza received;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
344;15/03/2018 17:31:22;Order by phone;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:33:22;Start preparing pizza;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:35:22;Call Customer;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:41:22;Start preparing pizza;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:42:22;Baking pizza ready;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:42:22;Start baking pizza;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:47:22;Plan route;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:50:22;Departure pizza;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 17:53:22;Pizza arrives at customer;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
344;15/03/2018 18:01:22;Payment customer;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
345;17/04/2018 06:26:34;Order by phone;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
345;17/04/2018 06:27:34;Start preparing pizza;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
345;17/04/2018 06:30:34;Start baking pizza;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
345;17/04/2018 06:34:34;Baking pizza ready;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
345;17/04/2018 06:38:34;Plan route;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
345;17/04/2018 06:43:34;Departure pizza;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
345;17/04/2018 06:47:34;Pizza arrives at customer;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
345;17/04/2018 07:14:34;Payment customer;123;13;12;Funghi;Medium;1;Ingredients;Sunday;12;Feedera SE;Munich District One;Student
346;01/04/2018 11:31:48;Order by phone;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:34:48;Start preparing pizza;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:37:48;Call Customer;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:44:48;Start preparing pizza;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:48:48;Start baking pizza;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:52:48;Baking pizza ready;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:54:48;Plan route;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:56:48;Departure pizza;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
346;01/04/2018 11:59:48;Pizza arrives at customer;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
